province,city,type,kode_faskes,NamaFaskes,gmap_url,address,telephone,lat,lng
Jawa Timur,Kab. Trenggalek,Puskesmas,13150101,Trenggalek,"http://maps.google.co.id/?q=-8.066262,111.700116",Jl. Soekarno Hatta Gg Rambutan,0355-792137,-8.066262,111.700116
Jawa Timur,Kab. Trenggalek,Puskesmas,13150102,Rejowinangun,"http://maps.google.co.id/?q=-8.04804,111.731218",Jl. Kanjeng Jimat 96,0355-792182,-8.04804,111.731218
Jawa Timur,Kab. Trenggalek,Puskesmas,13150201,Bendungan,"http://maps.google.co.id/?q=-7.96242,111.70176",Jl. Raya Sumurup Bendungan,0355-081233333,-7.96242,111.70176
Jawa Timur,Kab. Trenggalek,Puskesmas,13150301,Pogalan,"http://maps.google.co.id/?q=-8.09517,111.74367",Jl. Raya T.Galek-T.Agung Km 09,0355-795371,-8.09517,111.74367
Jawa Timur,Kab. Trenggalek,Puskesmas,13150302,Ngulankulon,"http://maps.google.co.id/?q=-8.061969,111.745322",Jl. Sriwulan,0355-793385,-8.061969,111.745322
Jawa Timur,Kab. Trenggalek,Puskesmas,13150401,Durenan,"http://maps.google.co.id/?q=-8.12339,111.798517",Jl. Raya Durenan Prigi,0355-879613,-8.12339,111.798517
Jawa Timur,Kab. Trenggalek,Puskesmas,13150402,Baruharjo,"http://maps.google.co.id/?q=-8.09661,111.831137",Jl. Raya Baruharjo,0355-879630,-8.09661,111.831137
Jawa Timur,Kab. Trenggalek,Puskesmas,13150501,Karangan,"http://maps.google.co.id/?q=-8.08101,111.661393",Ds. Karangan,0355-792494,-8.08101,111.661393
Jawa Timur,Kab. Trenggalek,Puskesmas,13150502,Suruh,"http://maps.google.co.id/?q=-8.09798,111.63251",Jl. Route Jendral Sudirman,0355-793343,-8.09798,111.63251
Jawa Timur,Kab. Trenggalek,Puskesmas,13150601,Tugu,"http://maps.google.co.id/?q=-7.96107,111.508386",Jl. Raya Trenggalek-Ponorogo ,0355-792350,-7.96107,111.508386
Jawa Timur,Kab. Trenggalek,Puskesmas,13150602,Pucanganak,"http://maps.google.co.id/?q=-8.02523,111.616392",Jl. Raya Trenggalek-Ponorogo,0355-7690341,-8.02523,111.616392
Jawa Timur,Kab. Trenggalek,Puskesmas,13150701,Pule,"http://maps.google.co.id/?q=-8.115595,111.563225",Jl. Raya Pule,0355-082331800,-8.115595,111.563225
Jawa Timur,Kab. Trenggalek,Puskesmas,13150801,Kampak,"http://maps.google.co.id/?q=-8.10182,111.728675",Jl. Raya Kampak Munjungan ,0355-631086,-8.10182,111.728675
Jawa Timur,Kab. Trenggalek,Puskesmas,13150901,Gandusari,"http://maps.google.co.id/?q=-8.13118,111.700758",Jl. Raya Gandusari,0355-811118,-8.13118,111.700758
Jawa Timur,Kab. Trenggalek,Puskesmas,13150902,Karanganyar,"http://maps.google.co.id/?q=-8.09951,111.755796",Jl. Raya Karanganyar,0355-811244,-8.09951,111.755796
Jawa Timur,Kab. Trenggalek,Puskesmas,13151001,Watulimo,"http://maps.google.co.id/?q=-8.27255,111.71549",Jl. Raya Pantai Prigi,0355-551107,-8.27255,111.71549
Jawa Timur,Kab. Trenggalek,Puskesmas,13151002,Slawe,"http://maps.google.co.id/?q=-8.24,111.703623",Jl. Raya Pantai Prigi,0355-551260,-8.24,111.703623
Jawa Timur,Kab. Trenggalek,Puskesmas,13151101,Panggul,"http://maps.google.co.id/?q=-8.24935,111.453412",Jl. Raya Panggul No. 21,0355-082234705,-8.24935,111.453412
Jawa Timur,Kab. Trenggalek,Puskesmas,13151102,Bodag,"http://maps.google.co.id/?q=-8.21675,111.45713",Jl. Pangjend. Sudirman,0355-082298601,-8.21675,111.45713
Jawa Timur,Kab. Trenggalek,Puskesmas,13151201,Dongko,"http://maps.google.co.id/?q=-8.17681,111.578036",Jl. Raya Dongko,0355-081136789,-8.17681,111.578036
Jawa Timur,Kab. Trenggalek,Puskesmas,13151202,Pandean,"http://maps.google.co.id/?q=-8.2069,111.551157",Jl. Raya Panggul-Trenggalek,0355-082232265,-8.2069,111.551157
Jawa Timur,Kab. Trenggalek,Puskesmas,13151301,Munjungan,"http://maps.google.co.id/?q=-8.274005,111.581404",Jl. Raya Munjungan,0355-085235505,-8.274005,111.581404
Jawa Timur,Kab. Trenggalek,Klinik Utama,0183U002,dr. Ida Roslena,"http://maps.google.co.id/?q=-8.046475,111.662806",Jl. Trenggalek - Ponorogo 13,0355-085233382,-8.046475,111.662806
Jawa Timur,Kab. Trenggalek,Klinik Utama,0183U004,dr. Ratna Sulistyowati,"http://maps.google.co.id/?q=-8.111786,111.7097",Ds. Wonoanti,0355-085235875,-8.111786,111.7097
Jawa Timur,Kab. Trenggalek,Klinik Utama,0183U008,dr. Sunarsono,"http://maps.google.co.id/?q=-8.15664,111.6369375",Jl. Raya Kampak Munjungan,0355-081335112,-8.15664,111.6369375
Jawa Timur,Kab. Trenggalek,Klinik Utama,0183U009,dr. Saeroni,"http://maps.google.co.id/?q=-8.079527,111.664634",Sugihan,0355-081259963,-8.079527,111.664634
Jawa Timur,Kab. Trenggalek,Klinik Utama,0183U011,dr. Ulfah,"http://maps.google.co.id/?q=-8.245329,111.695249",Jl. Raya Pantai Prigi,0355-081553783,-8.245329,111.695249
Jawa Timur,Kab. Trenggalek,Klinik Utama,0183U013,dr. Moro Prastyo,"http://maps.google.co.id/?q=-8.273889,111.715726",Jl. Raya Prigi,0355-085736777,-8.273889,111.715726
Jawa Timur,Kab. Trenggalek,Klinik Utama,0183U014,dr. Tatik Sukaryati,"http://maps.google.co.id/?q=-8.054927,111.682753",Jl. Raya Trenggalek-Ponorogo ,0355-085204604,-8.054927,111.682753
Jawa Timur,Kab. Trenggalek,Klinik Utama,1315U001,dr. Sardjono Baskoro,"http://maps.google.co.id/?q=-8.04542,111.709653",Jl.  Jaksa Agung Suprapto 22 A,0355-082338296,-8.04542,111.709653
Jawa Timur,Kab. Trenggalek,Klinik Pratama,01830009,Poskes 05.10.04 Trenggalek,"http://maps.google.co.id/?q=-8.051742,111.7088522",Jl. Kh. Agus Salim No 09 ,0355-793887,-8.051742,111.7088522
Jawa Timur,Kab. Trenggalek,Klinik Pratama,01830010,Polres Trenggalek,"http://maps.google.co.id/?q=-8.051911,111.708896",Jl. Panglima Sudirman 24,0355-082331688,-8.051911,111.708896
Jawa Timur,Kab. Trenggalek,Klinik Pratama,0183B003,Klinik Aba Husada,"http://maps.google.co.id/?q=-8.079451,111.666641",Jl. Raya Karangan KM 07,0355-081232668,-8.079451,111.666641
Jawa Timur,Kab. Trenggalek,Klinik Pratama,0183B005,Klinik Tinspardi,"http://maps.google.co.id/?q=-8.094038,111.748904",JL. Raya Bendorejo,0355-082330997,-8.094038,111.748904
Jawa Timur,Kab. Tulungagung,Rumah Sakit,0184R002,Rsui Orpeha,"http://maps.google.co.id/?q=-8.051266,111.879002",Jl Khr. Abd Fatah Tulungagung,0355)-323186,-8.051266,111.879002
Jawa Timur,Kab. Tulungagung,Rumah Sakit,0184R003,Era Medika,"http://maps.google.co.id/?q=-8.099054,112.002351",Jl. Raya Pulosari Ngunut,0355)-398706,-8.099054,112.002351
Jawa Timur,Kab. Tulungagung,Rumah Sakit,0184R004,RS Bhayangkara Tulungagung,"http://maps.google.co.id/?q=-8.067466,111.907562",Jl. I G. Ngurah Rai No 25-27,0355)-331649,-8.067466,111.907562
Jawa Timur,Kab. Tulungagung,Rumah Sakit,0184R005,Muhamadiyah Bandung (Jst),"http://maps.google.co.id/?q=-8.168868,111.783067",JL P SUDIRMAN No. 42,0355)-532760,-8.168868,111.783067
Jawa Timur,Kab. Tulungagung,Rumah Sakit,0184R006,Madinah (Jst),"http://maps.google.co.id/?q=-8.113409,112.01391",Jl Jatiwayang Lingkungan 2,0355)-396055,-8.113409,112.01391
Jawa Timur,Kab. Tulungagung,Rumah Sakit,0184R015,RSU Prima Medika,"http://maps.google.co.id/?q=-8.068905,111.881924",Jln. Soekarno Hatta No.27B,0355)-5238353,-8.068905,111.881924
Jawa Timur,Kab. Tulungagung,Rumah Sakit,0184R016,RSU Satiti Prima Husada,"http://maps.google.co.id/?q=-8.140509,111.980952",Dsn. Sanan,0355-591637,-8.140509,111.980952
Jawa Timur,Kab. Tulungagung,Rumah Sakit,0184R017,Rsia Trisna Medika,"http://maps.google.co.id/?q=-8.04447,111.910225",Jalan Pahlawan No 216,0355-323274,-8.04447,111.910225
Jawa Timur,Kab. Tulungagung,Rumah Sakit,0184R018,RS Putra Waspada,"http://maps.google.co.id/?q=-8.025783,111.920159",Jalan Jayengkusuma No.66,0355-335550,-8.025783,111.920159
Jawa Timur,Kab. Tulungagung,Rumah Sakit,1316R001,RSUD Dr. Iskak Tulungagung,"http://maps.google.co.id/?q=-8.054126,111.91798",Jl Dr Wahidin Sudiro Husodo,0355)-322609,-8.054126,111.91798
Jawa Timur,Kab. Tulungagung,Puskesmas,01840001,Bangunjaya,"http://maps.google.co.id/?q=-8.137122,111.838128",Jl. Raya Bangunjaya,0355-081331755,-8.137122,111.838128
Jawa Timur,Kab. Tulungagung,Puskesmas,01840002,Tiudan,"http://maps.google.co.id/?q=-8.04963,111.834555",Jl. Raya Tiudan,0355-082177791,-8.04963,111.834555
Jawa Timur,Kab. Tulungagung,Puskesmas,01840003,Dono,"http://maps.google.co.id/?q=-7.97541,111.919251",Jl. Raya Sendang,0355-0,-7.97541,111.919251
Jawa Timur,Kab. Tulungagung,Puskesmas,13160101,Tulungagung,"http://maps.google.co.id/?q=-8.11747,111.894348",Jl. Diponegoro 42,0355-322168,-8.11747,111.894348
Jawa Timur,Kab. Tulungagung,Puskesmas,13160102,Sembung,"http://maps.google.co.id/?q=-8.0693315,111.8344191",Jl. Moch. Hatta No. 36,0355-324812,-8.0693315,111.8344191
Jawa Timur,Kab. Tulungagung,Puskesmas,13160201,Boyolangu,"http://maps.google.co.id/?q=-8.10248,111.911089",Jl. Raya Boyolangu,0355-325180,-8.10248,111.911089
Jawa Timur,Kab. Tulungagung,Puskesmas,13160202,Beji,"http://maps.google.co.id/?q=-8.08392,111.907492",Jl. Mastrip,0355-322109,-8.08392,111.907492
Jawa Timur,Kab. Tulungagung,Puskesmas,13160301,Kedungwaru,"http://maps.google.co.id/?q=-8.06065,111.907232",Jl. Pahlawan GG III No 5,0355-328981,-8.06065,111.907232
Jawa Timur,Kab. Tulungagung,Puskesmas,13160302,Simo,"http://maps.google.co.id/?q=-8.04095,111.89955",Jl. Iroendini 15,0355-320540,-8.04095,111.89955
Jawa Timur,Kab. Tulungagung,Puskesmas,13160401,Ngantru,"http://maps.google.co.id/?q=-8.003367,111.932351",Jl. Raya Ngantru,0355-327212,-8.003367,111.932351
Jawa Timur,Kab. Tulungagung,Puskesmas,13160402,Pucung,"http://maps.google.co.id/?q=-8.05175,111.971418",Jl. Raya Pucung 5,0355-328364,-8.05175,111.971418
Jawa Timur,Kab. Tulungagung,Puskesmas,13160501,Ngunut,"http://maps.google.co.id/?q=-8.10492,111.988296",Jl. Raya 1,0355-395337,-8.10492,111.988296
Jawa Timur,Kab. Tulungagung,Puskesmas,13160502,Balesono,"http://maps.google.co.id/?q=-8.13958,111.98474",Ds Balesono,0355-082140271,-8.13958,111.98474
Jawa Timur,Kab. Tulungagung,Puskesmas,13160601,Rejotangan,"http://maps.google.co.id/?q=-8.121798,112.083602",Jl. Dhoho No. 1,0355-395651,-8.121798,112.083602
Jawa Timur,Kab. Tulungagung,Puskesmas,13160602,Banjarejo,"http://maps.google.co.id/?q=-8.14723,112.05956",Jl. Puskesmas No. 1,0355-396220,-8.14723,112.05956
Jawa Timur,Kab. Tulungagung,Puskesmas,13160701,Bendilwungu,"http://maps.google.co.id/?q=-8.10437,112.008265",Jl. Raya Bendilwungu,0355-328541,-8.10437,112.008265
Jawa Timur,Kab. Tulungagung,Puskesmas,13160702,Sumbergempol,"http://maps.google.co.id/?q=-8.082268,111.946509",Jl. Raya Sumbergempol,0355-327440,-8.082268,111.946509
Jawa Timur,Kab. Tulungagung,Puskesmas,13160801,Kalidawir,"http://maps.google.co.id/?q=-8.178039,111.982809",Jl. Melati 2,0355-592096,-8.178039,111.982809
Jawa Timur,Kab. Tulungagung,Puskesmas,13160802,Tunggangri,"http://maps.google.co.id/?q=-8.19507,111.940359",Jl. Raden Patah,0355-591274,-8.19507,111.940359
Jawa Timur,Kab. Tulungagung,Puskesmas,13160901,Pucanglaban,"http://maps.google.co.id/?q=-8.17079,112.008962",Jl. Sarangangin No. 1,0355-571095,-8.17079,112.008962
Jawa Timur,Kab. Tulungagung,Puskesmas,13161001,Campurdarat,"http://maps.google.co.id/?q=-8.161184,111.85952",Jl. Kanigoro No. 13,0355-531129,-8.161184,111.85952
Jawa Timur,Kab. Tulungagung,Puskesmas,13161101,Pakel,"http://maps.google.co.id/?q=-8.066072,111.98735",Jl. Empu Sendok No. 54,0355-531742,-8.066072,111.98735
Jawa Timur,Kab. Tulungagung,Puskesmas,13161201,Bandung,"http://maps.google.co.id/?q=-8.1712,111.780332",Jl. Panglima Sudirman No. 18,0355-082257679,-8.1712,111.780332
Jawa Timur,Kab. Tulungagung,Puskesmas,13161301,Besuki,"http://maps.google.co.id/?q=-8.20945,111.78344",Jl. Neyama No. 2,0355-(0355) 53,-8.20945,111.78344
Jawa Timur,Kab. Tulungagung,Puskesmas,13161302,Besole,"http://maps.google.co.id/?q=-8.19441,111.828173",Jl. Raya Popoh Indah 1,0355-531965,-8.19441,111.828173
Jawa Timur,Kab. Tulungagung,Puskesmas,13161401,Tanggunggunung,"http://maps.google.co.id/?q=-8.228245,111.985085",Jl. Raya Tanggunggunung 14,0355-035556102,-8.228245,111.985085
Jawa Timur,Kab. Tulungagung,Puskesmas,13161501,Gondang,"http://maps.google.co.id/?q=-8.07465,111.845231",Jl. Raya Gondang,0355-326404,-8.07465,111.845231
Jawa Timur,Kab. Tulungagung,Puskesmas,13161601,Kauman,"http://maps.google.co.id/?q=-8.060296,111.86408",Jl. Sukarno Hatta 2,0355-035532285,-8.060296,111.86408
Jawa Timur,Kab. Tulungagung,Puskesmas,13161701,Pagerwojo,"http://maps.google.co.id/?q=-7.99152,111.808489",Jl. Raya Mulyosari,0355-411020,-7.99152,111.808489
Jawa Timur,Kab. Tulungagung,Puskesmas,13161801,Karangrejo,"http://maps.google.co.id/?q=-8.00187,111.910138",Jl. Dahlia 13,0355-328810,-8.00187,111.910138
Jawa Timur,Kab. Tulungagung,Puskesmas,13161901,Sendang,"http://maps.google.co.id/?q=-7.943147,111.832177",Jl. Raya Sendang,0355-431027,-7.943147,111.832177
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U001,dr. Yunike Siwi Hastina,"http://maps.google.co.id/?q=-8.04385,111.910732",JL. Pahlawan 230,0355-081232736,-8.04385,111.910732
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U004,dr. Nining Fajarwati Sahara,"http://maps.google.co.id/?q=-8.07338,111.908964",Jl. Mayor Sujadi No. 162,0355-081568088,-8.07338,111.908964
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U005,dr. Agus Suprapto,"http://maps.google.co.id/?q=-8.107434,112.037813",Dsn Jatisari 15 ,0355-081234839,-8.107434,112.037813
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U006,dr. Dina Nofitria Rahayu,"http://maps.google.co.id/?q=-8.16649,111.826521",Ds. Duwet,0355-081556484,-8.16649,111.826521
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U007,dr. Dwi Heruwiyono,"http://maps.google.co.id/?q=-8.084453,111.955314",Dsn Somoteleng,0355-081235786,-8.084453,111.955314
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U010,dr. vemi mujiati,"http://maps.google.co.id/?q=-8.082082,111.94653",JL. Raya Sumbergempol,0355-081335432,-8.082082,111.94653
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U015,dr. Irnawan,"http://maps.google.co.id/?q=-8.07001,111.91634",JL. Pahlawan II/99,0355-081234316,-8.07001,111.91634
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U016,dr. Gracia Miranda Andrawinna,"http://maps.google.co.id/?q=-8.02573,111.920705",Perum Kurnia Asri 2 KAV 5,0355-0,-8.02573,111.920705
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U017,dr. Aris Setiawan,"http://maps.google.co.id/?q=-8.12202,112.083376",Jl. Dhoho No. 24,0355-081259105,-8.12202,112.083376
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U018,dr. Mansur Safi'i,"http://maps.google.co.id/?q=-8.137668,112.017648",JL. Kalidawir,0355-081231766,-8.137668,112.017648
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U019,dr. Farida W. Ariany,"http://maps.google.co.id/?q=-8.06113,111.907525",Dsn Genengan,0813-35701626,-8.06113,111.907525
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U020,dr. Ana Herawati,"http://maps.google.co.id/?q=-8.22742,111.811738",JL. Niama,0355-082140811,-8.22742,111.811738
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U024,dr. Yayuk Budi Rahayu,"http://maps.google.co.id/?q=-8.148563,111.963197",Jl. Pancadiwiryo,0355-081234167,-8.148563,111.963197
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U026,dr. Unus Raliby,"http://maps.google.co.id/?q=-8.16371,111.85524",Jl. Kanigoro,0355-081335759,-8.16371,111.85524
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U029,dr. Achmad Ardianto,"http://maps.google.co.id/?q=-8.075381,111.891565",Dsn Dadapan,0355-081259380,-8.075381,111.891565
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U030,dr. Heru Nur Cahyono,"http://maps.google.co.id/?q=-8.228144,111.98589",Jl. Raya Tanggunggunung No. 14,0355-081135589,-8.228144,111.98589
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U032,dr. Ita Farica,"http://maps.google.co.id/?q=-8.068825,111.849261",JL. Raya Ngrendeng No 6,0355-081217996,-8.068825,111.849261
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U033,dr. Abu Mardah,"http://maps.google.co.id/?q=-8.08081,111.93752",Jl. Mayor Sujadi Timur 11,0355-081232009,-8.08081,111.93752
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U038,dr. Fransiska Rudiyanto,"http://maps.google.co.id/?q=-8.0,112.0",Jl. Pahlawan 5,0355-395558,-8.0,112.0
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U039,dr. Singgih Wahyudi P. U.,"http://maps.google.co.id/?q=-8.032,111.78698",Jl. Raya Niama No. 46,0355-082244214,-8.032,111.78698
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U040,dr. Arifianto Wibowo,"http://maps.google.co.id/?q=-8.31958,111.921406",Jl. Jayeng Kusuma Gg 1/66,0355-7622166,-8.31958,111.921406
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U042,dr. Hari Subagiyo,"http://maps.google.co.id/?q=-8.197468,111.834221",Ds. Ngentrong,0355-531964,-8.197468,111.834221
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U043,dr. Budi Yuniarto,"http://maps.google.co.id/?q=-7.947968,111.835881",Dsn Jengglik Jln Raya Sendang,0355-085235960,-7.947968,111.835881
Jawa Timur,Kab. Tulungagung,Klinik Utama,0184U044,dr. Siswantoro,"http://maps.google.co.id/?q=-8.059349,111.86472",Jl Hasyim Ashari No 10,0355-081234026,-8.059349,111.86472
Jawa Timur,Kab. Tulungagung,Klinik Pratama,01840004,Poskes 05.10.05 Tulungagung,"http://maps.google.co.id/?q=-8.06068,111.904163",JL. P. Antasari 15,0355-328534,-8.06068,111.904163
Jawa Timur,Kab. Tulungagung,Klinik Pratama,01840005,Polres Tulungagung,"http://maps.google.co.id/?q=-8.06509,111.90657",JL. I Gusti Ngurah Rai VI/21,0355-081534036,-8.06509,111.90657
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B000,Klinik Modjopanggoong,"http://maps.google.co.id/?q=-8.0502,111.872309",JL. Kawi,0355-081336327,-8.0502,111.872309
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B002,Klinik Khazanah Medika,"http://maps.google.co.id/?q=-8.05601,111.909",JL. Wahidin 26 B,0355-081259995,-8.05601,111.909
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B003,Klinik Bale Medika,"http://maps.google.co.id/?q=-8.13953,111.984009",Balesono,0355-591276,-8.13953,111.984009
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B005,Klinik Cordova,"http://maps.google.co.id/?q=-8.07476,111.903762",JL. Supriyadi I/14,0355-331942,-8.07476,111.903762
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B006,Klinik dr. Emi A.,"http://maps.google.co.id/?q=-8.095727,111.912419",JL. Jambu No. 53,0355-328837,-8.095727,111.912419
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B007,Klinik Madinah Pratama,"http://maps.google.co.id/?q=-8.125,112.014",JL. Demuk Kalangan 132,0812-11087690,-8.125,112.014
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B008,Klinik Syafa Medika,"http://maps.google.co.id/?q=-8.051,111.88",JL. KH. Abdul Fatah Barat 49,0355-5250010,-8.051,111.88
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B009,Klinik Rumah Sehat Jasmine,"http://maps.google.co.id/?q=-8.085381,111.9472051",Dsn Kradekan,0355-0,-8.085381,111.9472051
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B010,Klinik Sugih Waras,"http://maps.google.co.id/?q=-8.101534,111.911129",Dsn Bayanan,0355-081332163,-8.101534,111.911129
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B011,Klinik Kurnia Sehat,"http://maps.google.co.id/?q=-7.9934,111.8252",Dsn Krajan,0355-085635371,-7.9934,111.8252
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B012,Klinik Devita Prima Medika,"http://maps.google.co.id/?q=-8.0008288,111.950254",Dsn Kepohgempol,0355-085655230,-8.0008288,111.950254
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B013,Klinik Aisyiyah Tulungagung,"http://maps.google.co.id/?q=-8.060355,111.903106",Jl. KH. Agus Salim No. 69,0355-081335018,-8.060355,111.903106
Jawa Timur,Kab. Tulungagung,Klinik Pratama,0184B014,Klinik Surya Husada,"http://maps.google.co.id/?q=-8.180282,111.974067",Ds. Karangtalun,0355-082233705,-8.180282,111.974067
Jawa Timur,Kab. Blitar,Rumah Sakit,0185R003,RSU An Nisaa,"http://maps.google.co.id/?q=-8.0829547,112.2995213",Jl Suparyono Timur 1 Bajang,081-233242441,-8.0829547,112.2995213
Jawa Timur,Kab. Blitar,Rumah Sakit,0185R004,RSu AULIA,"http://maps.google.co.id/?q=-8.1605786,112.2155466",Jl. Raya Utara 3 Sutojayan,0342-444168,-8.1605786,112.2155466
Jawa Timur,Kab. Blitar,Rumah Sakit,0185R005,RSu ANANDA,"http://maps.google.co.id/?q=-8.0610765,112.0598828",Jl. Mastrip 14 Srengat,0342-553472,-8.0610765,112.0598828
Jawa Timur,Kab. Blitar,Rumah Sakit,0185R008,RSU Al-Ittihad,"http://maps.google.co.id/?q=-8.059394,112.0507113",Jl. Raya Togokan,0342-551715,-8.059394,112.0507113
Jawa Timur,Kab. Blitar,Rumah Sakit,1314R001,RSUD Ngudi Waluyo,"http://maps.google.co.id/?q=-8.0830962,112.3130363",Jl Dr Sucipto 5 Wlingi,0342-691006,-8.0830962,112.3130363
Jawa Timur,Kab. Blitar,Puskesmas,13140101,Garum,"http://maps.google.co.id/?q=-8.072502,112.217557",Jl Raya Sumberdiren Kab Blitar,0342-561081,-8.072502,112.217557
Jawa Timur,Kab. Blitar,Puskesmas,13140201,Kanigoro,"http://maps.google.co.id/?q=-8.165229,112.231197",Jl Kusuma Bangsa 1  Kab Blitar,0342-441247,-8.165229,112.231197
Jawa Timur,Kab. Blitar,Puskesmas,13140301,Sanankulon,"http://maps.google.co.id/?q=-8.086112,112.123486",Ds Sanankulon Kab Blitar,0342-805659,-8.086112,112.123486
Jawa Timur,Kab. Blitar,Puskesmas,13140401,Nglegok,"http://maps.google.co.id/?q=-8.027125,112.215363",Jl Raya Penataran No.3 Kab Bli,0342-561003,-8.027125,112.215363
Jawa Timur,Kab. Blitar,Puskesmas,13140501,Srengat,"http://maps.google.co.id/?q=-8.062285,112.063541",Jl Mastrip 16 Kab Blitar,0342-551118,-8.062285,112.063541
Jawa Timur,Kab. Blitar,Puskesmas,13140601,Ponggok,"http://maps.google.co.id/?q=-8.041559,112.102793",Ds Ponggok Kab Blitar,0342-551209,-8.041559,112.102793
Jawa Timur,Kab. Blitar,Puskesmas,13140602,Bacem,"http://maps.google.co.id/?q=-8.084729,112.059622",Ds Gembongan ,0342-551840,-8.084729,112.059622
Jawa Timur,Kab. Blitar,Puskesmas,13140701,Udanawu,"http://maps.google.co.id/?q=-8.024263,112.040351",Ds Karanggondang Kab Blitar,0342-551418,-8.024263,112.040351
Jawa Timur,Kab. Blitar,Puskesmas,13140702,Wonodadi,"http://maps.google.co.id/?q=-8.047482,112.001294",Ds Wonodadi Kab Blitar,0342-551479,-8.047482,112.001294
Jawa Timur,Kab. Blitar,Puskesmas,13140801,Kademangan,"http://maps.google.co.id/?q=-8.141752,112.145194",Jl Trisula Kademangan Kab Blt,0342-801613,-8.141752,112.145194
Jawa Timur,Kab. Blitar,Puskesmas,13140901,Bakung,"http://maps.google.co.id/?q=-8.258061,112.073961",Ds Bakung Kab Blitar,0813-35445110,-8.258061,112.073961
Jawa Timur,Kab. Blitar,Puskesmas,13141001,Sutojayan,"http://maps.google.co.id/?q=-8.154577,112.217499",Jln.Raya Utara No.113,0342-441012,-8.154577,112.217499
Jawa Timur,Kab. Blitar,Puskesmas,13141002,Wonotirto,"http://maps.google.co.id/?q=-8.227461,112.125797",Jln Raya Trisula,0342809432,-8.227461,112.125797
Jawa Timur,Kab. Blitar,Puskesmas,13141101,Margomulyo,"http://maps.google.co.id/?q=-8.191798,112.264137",Ds Panggungrejo Kab Blitar,0-08113653535,-8.191798,112.264137
Jawa Timur,Kab. Blitar,Puskesmas,13141201,Binangun,"http://maps.google.co.id/?q=-8.047814,111.993436",Jl S Supriadi 19 Binangun,0342-351006,-8.047814,111.993436
Jawa Timur,Kab. Blitar,Puskesmas,13141301,Wates,"http://maps.google.co.id/?q=-7.91723,112.128823",Ds Wates Kab Blitar,0342-351068,-7.91723,112.128823
Jawa Timur,Kab. Blitar,Puskesmas,13141401,Wlingi,"http://maps.google.co.id/?q=-8.08229,112.323939",Jln. P. Sudirman No. 106- Beru,0342-691144,-8.08229,112.323939
Jawa Timur,Kab. Blitar,Puskesmas,13141402,Selopuro,"http://maps.google.co.id/?q=-8.139308,112.3131",Ds.Selopuro Kab.Blitar,0342-695381,-8.139308,112.3131
Jawa Timur,Kab. Blitar,Puskesmas,13141501,Doko,"http://maps.google.co.id/?q=-8.128307,112.321817",Ds Suru Kec Doko Kab Blitar,0342-692118,-8.128307,112.321817
Jawa Timur,Kab. Blitar,Puskesmas,13141601,Kesamben,"http://maps.google.co.id/?q=-8.1466248,112.365296",Ds Kesamben Kab Blitar,0342-331533,-8.1466248,112.365296
Jawa Timur,Kab. Blitar,Puskesmas,13141602,Boro,"http://maps.google.co.id/?q=-8.119972,112.447027",Ds Boro Kab Blitar,0342-708271,-8.119972,112.447027
Jawa Timur,Kab. Blitar,Puskesmas,13141701,Gandusari,"http://maps.google.co.id/?q=-8.131184,111.700751",Jl Raya Kawi 56 Kab Blitar,0342-5691617,-8.131184,111.700751
